read_id,true_state,predicted_state,motif_score,inner_flank_score,outer_flank_score
read_00503,tf_bound,accessible,0.5,1.0,1.0
read_00504,nucleosome,unclassified,,,
read_00505,unclassified,unclassified,,,
read_00506,accessible,unclassified,,,
read_00507,accessible,unclassified,,,0.7142857142857143
read_00508,accessible,unclassified,,,1.0
read_00509,accessible,unclassified,,1.0,0.8888888888888888
read_00510,nucleosome,unclassified,0.0,0.2,0.46153846153846156
read_00511,accessible,accessible,1.0,0.6666666666666666,0.7
read_00512,tf_bound,unclassified,,,0.75
read_00513,accessible,unclassified,,,0.8571428571428571
read_00514,accessible,accessible,1.0,1.0,0.9
read_00515,nucleosome,nucleosome,0.0,0.0,0.17647058823529413
read_00516,accessible,accessible,0.3333333333333333,0.6666666666666666,0.8181818181818182
read_00517,accessible,unclassified,,,1.0
read_00518,accessible,unclassified,,1.0,0.8888888888888888
read_00519,tf_bound,unclassified,,,0.7777777777777778
read_00520,tf_bound,unclassified,,,1.0
read_00521,tf_bound,tf_bound,0.0,0.75,0.9230769230769231
read_00522,accessible,unclassified,,1.0,1.0
read_00523,accessible,unclassified,,,0.6666666666666666
read_00524,nucleosome,unclassified,,,0.75
read_00525,tf_bound,tf_bound,0.0,0.6666666666666666,0.75
read_00526,tf_bound,tf_bound,0.0,0.8333333333333334,0.9375
read_00527,nucleosome,unclassified,,,1.0
read_00528,nucleosome,nucleosome,0.0,0.0,0.21428571428571427
read_00529,accessible,accessible,0.6666666666666666,0.8333333333333334,0.85
read_00530,accessible,unclassified,,,0.75
read_00531,tf_bound,unclassified,,,0.8
read_00532,accessible,accessible,0.3333333333333333,0.5,0.7
read_00533,nucleosome,unclassified,,,0.2857142857142857
read_00534,tf_bound,tf_bound,0.0,1.0,0.8421052631578947
read_00535,nucleosome,nucleosome,0.0,0.2,0.35714285714285715
read_00536,nucleosome,nucleosome,0.0,0.0,0.11764705882352941
read_00537,tf_bound,tf_bound,0.0,0.8,0.8947368421052632
read_00538,nucleosome,nucleosome,0.0,0.0,0.36363636363636365
read_00539,tf_bound,unclassified,,,1.0
read_00540,nucleosome,unclassified,,,0.75
read_00541,accessible,unclassified,,,1.0
read_00542,tf_bound,unclassified,,,0.8333333333333334
read_00543,tf_bound,accessible,0.3333333333333333,0.8333333333333334,0.85
read_00544,accessible,unclassified,,,1.0
read_00545,accessible,accessible,1.0,1.0,0.9166666666666666
read_00546,nucleosome,unclassified,,,0.375
read_00547,tf_bound,unclassified,,,0.5714285714285714
read_00548,accessible,accessible,1.0,0.5,0.6190476190476191
read_00549,accessible,accessible,0.6666666666666666,0.6666666666666666,0.7222222222222222
read_00550,accessible,accessible,0.6666666666666666,1.0,0.9
read_00551,accessible,accessible,1.0,1.0,0.875
read_00552,nucleosome,nucleosome,0.0,0.0,0.16666666666666666
read_00553,accessible,accessible,1.0,1.0,0.9090909090909091
read_00554,accessible,accessible,1.0,1.0,1.0
read_00555,tf_bound,unclassified,,,1.0
read_00556,accessible,unclassified,,,
read_00557,accessible,accessible,1.0,1.0,0.9411764705882353
read_00558,nucleosome,unclassified,0.5,0.0,0.0625
read_00559,tf_bound,unclassified,,,0.7777777777777778
read_00560,unclassified,unclassified,,,0.875
read_00561,tf_bound,unclassified,,,
read_00562,tf_bound,accessible,0.3333333333333333,0.3333333333333333,0.7272727272727273
read_00563,nucleosome,nucleosome,0.0,0.0,0.15789473684210525
read_00564,nucleosome,unclassified,,,0.6
read_00565,nucleosome,unclassified,,0.0,0.2222222222222222
read_00566,unclassified,unclassified,,,0.8333333333333334
read_00567,nucleosome,unclassified,,0.3333333333333333,0.36363636363636365
read_00568,nucleosome,nucleosome,0.0,0.16666666666666666,0.2777777777777778
read_00569,accessible,accessible,1.0,1.0,0.9473684210526315
read_00570,nucleosome,unclassified,,,0.5
read_00571,accessible,unclassified,,,1.0
read_00572,tf_bound,unclassified,,,1.0
read_00573,nucleosome,unclassified,,,0.5
read_00574,unclassified,accessible,1.0,0.8,0.8333333333333334
read_00575,unclassified,unclassified,,,0.75
read_00576,accessible,accessible,1.0,0.16666666666666666,0.5714285714285714
read_00577,nucleosome,nucleosome,0.0,0.0,0.25
read_00578,nucleosome,unclassified,,0.0,0.3
read_00579,accessible,unclassified,,,0.8571428571428571
read_00580,accessible,unclassified,,,0.8571428571428571
read_00581,accessible,unclassified,,,0.75
read_00582,nucleosome,unclassified,,,0.4444444444444444
read_00583,tf_bound,unclassified,,,
read_00584,unclassified,accessible,0.6666666666666666,0.75,0.6470588235294118
read_00585,tf_bound,unclassified,,,0.3333333333333333
read_00586,unclassified,accessible,0.6666666666666666,1.0,0.8
read_00587,accessible,unclassified,,0.5,0.9
read_00588,nucleosome,unclassified,0.0,0.0,0.4090909090909091
read_00589,accessible,unclassified,,,1.0
read_00590,tf_bound,unclassified,,,0.8888888888888888
read_00591,nucleosome,unclassified,,0.0,0.23076923076923078
read_00592,nucleosome,nucleosome,0.0,0.0,0.21052631578947367
read_00593,nucleosome,nucleosome,0.0,0.3333333333333333,0.36363636363636365
read_00594,accessible,unclassified,,,1.0
read_00595,accessible,unclassified,,,0.8571428571428571
read_00596,accessible,unclassified,,,1.0
read_00597,accessible,unclassified,,,0.8888888888888888
read_00598,nucleosome,nucleosome,0.0,0.2,0.3333333333333333
read_00599,nucleosome,nucleosome,0.0,0.0,0.10526315789473684
